 ****************** Start WS v. 1.61 at 2014-10-14 09:05:28 ******************
 
 Wiggler A at APS
 energy   7.000 GeV   current 100.0 mA
 period   8.500  cm   N        28.0      Kx      0.000      Ky      8.740
 emin    1000.0  eV   emax 100000.0 eV   ne       2000
 d       30.000   m   xpc     0.000 mm   ypc     0.000 mm
 xps      2.000  mm   yps     2.000 mm   nxp        10      nyp        10
 
 b0       1.101   T   ec0    35.884  keV
 e1      139.67  eV   l1     88.767  A
 ptot    8947.6   W   pd       89.1  W/mm^2
 
 Flux through   2.000 mm x  2.000 mm pinhole at  0.000 mm,  0.000 mm @ 30.000 m:
 Integrated flux   6.642E+16 ph/s
 Integrated power     262.21 W
 
 Energy(eV)   Flux(ph/s/0.1%bw)    p1      p2      p3      p4
  20067.034   2.237591E+013     0.931   0.000   0.000   0.069
  20116.558   2.238716E+013     0.931   0.000   0.000   0.069
  20166.083   2.239831E+013     0.931   0.000   0.000   0.069
  20215.608   2.240937E+013     0.931   0.000   0.000   0.069
  20265.133   2.242032E+013     0.931   0.000   0.000   0.069
  20314.657   2.243119E+013     0.931   0.000   0.000   0.069
  20364.182   2.244195E+013     0.931   0.000   0.000   0.069
  20413.707   2.245263E+013     0.931   0.000   0.000   0.069
  20463.232   2.246320E+013     0.931   0.000   0.000   0.069
  20512.756   2.247369E+013     0.931   0.000   0.000   0.069
  20562.281   2.248408E+013     0.931   0.000   0.000   0.069
  20611.806   2.249437E+013     0.931   0.000   0.000   0.069
  20661.331   2.250457E+013     0.930   0.000   0.000   0.070
  20710.855   2.251468E+013     0.930   0.000   0.000   0.070
  20760.380   2.252470E+013     0.930   0.000   0.000   0.070
  20809.905   2.253462E+013     0.930   0.000   0.000   0.070
  20859.430   2.254445E+013     0.930   0.000   0.000   0.070
  20908.954   2.255419E+013     0.930   0.000   0.000   0.070
  20958.479   2.256384E+013     0.930   0.000   0.000   0.070
  21008.004   2.257339E+013     0.930   0.000   0.000   0.070
  21057.529   2.258286E+013     0.930   0.000   0.000   0.070
  21107.054   2.259223E+013     0.930   0.000   0.000   0.070
  21156.578   2.260151E+013     0.930   0.000   0.000   0.070
  21206.103   2.261071E+013     0.930   0.000   0.000   0.070
  21255.628   2.261981E+013     0.930   0.000   0.000   0.070
  21305.153   2.262882E+013     0.930   0.000   0.000   0.070
  21354.677   2.263775E+013     0.930   0.000   0.000   0.070
  21404.202   2.264658E+013     0.930   0.000   0.000   0.070
  21453.727   2.265533E+013     0.930   0.000   0.000   0.070
  21503.252   2.266399E+013     0.930   0.000   0.000   0.070
  21552.776   2.267256E+013     0.930   0.000   0.000   0.070
  21602.301   2.268105E+013     0.930   0.000   0.000   0.070
  21651.826   2.268944E+013     0.930   0.000   0.000   0.070
  21701.351   2.269775E+013     0.930   0.000   0.000   0.070
  21750.875   2.270598E+013     0.930   0.000   0.000   0.070
  21800.400   2.271411E+013     0.929   0.000   0.000   0.071
  21849.925   2.272216E+013     0.929   0.000   0.000   0.071
  21899.450   2.273013E+013     0.929   0.000   0.000   0.071
  21948.974   2.273800E+013     0.929   0.000   0.000   0.071
  21998.499   2.274580E+013     0.929   0.000   0.000   0.071
  22048.024   2.275351E+013     0.929   0.000   0.000   0.071
  22097.549   2.276113E+013     0.929   0.000   0.000   0.071
  22147.074   2.276867E+013     0.929   0.000   0.000   0.071
  22196.598   2.277612E+013     0.929   0.000   0.000   0.071
  22246.123   2.278350E+013     0.929   0.000   0.000   0.071
  22295.648   2.279078E+013     0.929   0.000   0.000   0.071
  22345.173   2.279799E+013     0.929   0.000   0.000   0.071
  22394.697   2.280511E+013     0.929   0.000   0.000   0.071
  22444.222   2.281215E+013     0.929   0.000   0.000   0.071
  22493.747   2.281910E+013     0.929   0.000   0.000   0.071
  22543.272   2.282598E+013     0.929   0.000   0.000   0.071
  22592.796   2.283277E+013     0.929   0.000   0.000   0.071
  22642.321   2.283948E+013     0.929   0.000   0.000   0.071
  22691.846   2.284611E+013     0.929   0.000   0.000   0.071
  22741.371   2.285266E+013     0.929   0.000   0.000   0.071
  22790.895   2.285913E+013     0.929   0.000   0.000   0.071
  22840.420   2.286552E+013     0.929   0.000   0.000   0.071
  22889.945   2.287182E+013     0.929   0.000   0.000   0.071
  22939.470   2.287805E+013     0.929   0.000   0.000   0.071
  22988.994   2.288420E+013     0.929   0.000   0.000   0.071
  23038.519   2.289027E+013     0.929   0.000   0.000   0.071
  23088.044   2.289626E+013     0.928   0.000   0.000   0.072
  23137.569   2.290217E+013     0.928   0.000   0.000   0.072
  23187.094   2.290800E+013     0.928   0.000   0.000   0.072
  23236.618   2.291375E+013     0.928   0.000   0.000   0.072
  23286.143   2.291943E+013     0.928   0.000   0.000   0.072
  23335.668   2.292503E+013     0.928   0.000   0.000   0.072
  23385.193   2.293055E+013     0.928   0.000   0.000   0.072
  23434.717   2.293599E+013     0.928   0.000   0.000   0.072
  23484.242   2.294135E+013     0.928   0.000   0.000   0.072
  23533.767   2.294664E+013     0.928   0.000   0.000   0.072
  23583.292   2.295186E+013     0.928   0.000   0.000   0.072
  23632.816   2.295699E+013     0.928   0.000   0.000   0.072
  23682.341   2.296205E+013     0.928   0.000   0.000   0.072
  23731.866   2.296704E+013     0.928   0.000   0.000   0.072
  23781.391   2.297195E+013     0.928   0.000   0.000   0.072
  23830.915   2.297678E+013     0.928   0.000   0.000   0.072
  23880.440   2.298154E+013     0.928   0.000   0.000   0.072
  23929.965   2.298623E+013     0.928   0.000   0.000   0.072
  23979.490   2.299084E+013     0.928   0.000   0.000   0.072
  24029.015   2.299538E+013     0.928   0.000   0.000   0.072
  24078.539   2.299984E+013     0.928   0.000   0.000   0.072
  24128.064   2.300423E+013     0.928   0.000   0.000   0.072
  24177.589   2.300854E+013     0.928   0.000   0.000   0.072
  24227.114   2.301279E+013     0.928   0.000   0.000   0.072
  24276.638   2.301696E+013     0.928   0.000   0.000   0.072
  24326.163   2.302105E+013     0.928   0.000   0.000   0.072
  24375.688   2.302508E+013     0.928   0.000   0.000   0.072
  24425.213   2.302903E+013     0.928   0.000   0.000   0.072
  24474.737   2.303291E+013     0.927   0.000   0.000   0.073
  24524.262   2.303672E+013     0.927   0.000   0.000   0.073
  24573.787   2.304046E+013     0.927   0.000   0.000   0.073
  24623.312   2.304413E+013     0.927   0.000   0.000   0.073
  24672.836   2.304772E+013     0.927   0.000   0.000   0.073
  24722.361   2.305125E+013     0.927   0.000   0.000   0.073
  24771.886   2.305470E+013     0.927   0.000   0.000   0.073
  24821.411   2.305809E+013     0.927   0.000   0.000   0.073
  24870.935   2.306140E+013     0.927   0.000   0.000   0.073
  24920.460   2.306464E+013     0.927   0.000   0.000   0.073
  24969.985   2.306782E+013     0.927   0.000   0.000   0.073
  25019.510   2.307093E+013     0.927   0.000   0.000   0.073
  25069.035   2.307396E+013     0.927   0.000   0.000   0.073
  25118.559   2.307693E+013     0.927   0.000   0.000   0.073
  25168.084   2.307983E+013     0.927   0.000   0.000   0.073
  25217.609   2.308266E+013     0.927   0.000   0.000   0.073
  25267.134   2.308543E+013     0.927   0.000   0.000   0.073
  25316.658   2.308812E+013     0.927   0.000   0.000   0.073
  25366.183   2.309075E+013     0.927   0.000   0.000   0.073
  25415.708   2.309331E+013     0.927   0.000   0.000   0.073
  25465.233   2.309581E+013     0.927   0.000   0.000   0.073
  25514.757   2.309823E+013     0.927   0.000   0.000   0.073
  25564.282   2.310059E+013     0.927   0.000   0.000   0.073
  25613.807   2.310289E+013     0.927   0.000   0.000   0.073
  25663.332   2.310511E+013     0.927   0.000   0.000   0.073
  25712.856   2.310728E+013     0.927   0.000   0.000   0.073
  25762.381   2.310937E+013     0.927   0.000   0.000   0.073
  25811.906   2.311140E+013     0.927   0.000   0.000   0.073
  25861.431   2.311337E+013     0.927   0.000   0.000   0.073
  25910.955   2.311527E+013     0.927   0.000   0.000   0.073
  25960.480   2.311710E+013     0.927   0.000   0.000   0.073
  26010.005   2.311887E+013     0.926   0.000   0.000   0.074
  26059.530   2.312058E+013     0.926   0.000   0.000   0.074
  26109.055   2.312222E+013     0.926   0.000   0.000   0.074
  26158.579   2.312380E+013     0.926   0.000   0.000   0.074
  26208.104   2.312531E+013     0.926   0.000   0.000   0.074
  26257.629   2.312676E+013     0.926   0.000   0.000   0.074
  26307.154   2.312815E+013     0.926   0.000   0.000   0.074
  26356.678   2.312947E+013     0.926   0.000   0.000   0.074
  26406.203   2.313074E+013     0.926   0.000   0.000   0.074
  26455.728   2.313193E+013     0.926   0.000   0.000   0.074
  26505.253   2.313307E+013     0.926   0.000   0.000   0.074
  26554.777   2.313414E+013     0.926   0.000   0.000   0.074
  26604.302   2.313516E+013     0.926   0.000   0.000   0.074
  26653.827   2.313611E+013     0.926   0.000   0.000   0.074
  26703.352   2.313700E+013     0.926   0.000   0.000   0.074
  26752.876   2.313782E+013     0.926   0.000   0.000   0.074
  26802.401   2.313859E+013     0.926   0.000   0.000   0.074
  26851.926   2.313929E+013     0.926   0.000   0.000   0.074
  26901.451   2.313994E+013     0.926   0.000   0.000   0.074
  26950.975   2.314052E+013     0.926   0.000   0.000   0.074
  27000.500   2.314105E+013     0.926   0.000   0.000   0.074
  27050.025   2.314151E+013     0.926   0.000   0.000   0.074
  27099.550   2.314191E+013     0.926   0.000   0.000   0.074
  27149.075   2.314226E+013     0.926   0.000   0.000   0.074
  27198.599   2.314254E+013     0.926   0.000   0.000   0.074
  27248.124   2.314277E+013     0.926   0.000   0.000   0.074
  27297.649   2.314293E+013     0.926   0.000   0.000   0.074
  27347.174   2.314304E+013     0.926   0.000   0.000   0.074
  27396.698   2.314309E+013     0.926   0.000   0.000   0.074
  27446.223   2.314308E+013     0.926   0.000   0.000   0.074
  27495.748   2.314301E+013     0.926   0.000   0.000   0.074
  27545.273   2.314288E+013     0.926   0.000   0.000   0.074
  27594.797   2.314270E+013     0.926   0.000   0.000   0.074
  27644.322   2.314246E+013     0.926   0.000   0.000   0.074
  27693.847   2.314216E+013     0.925   0.000   0.000   0.075
  27743.372   2.314180E+013     0.925   0.000   0.000   0.075
  27792.896   2.314139E+013     0.925   0.000   0.000   0.075
  27842.421   2.314092E+013     0.925   0.000   0.000   0.075
  27891.946   2.314039E+013     0.925   0.000   0.000   0.075
  27941.471   2.313981E+013     0.925   0.000   0.000   0.075
  27990.995   2.313917E+013     0.925   0.000   0.000   0.075
  28040.520   2.313847E+013     0.925   0.000   0.000   0.075
  28090.045   2.313772E+013     0.925   0.000   0.000   0.075
  28139.570   2.313691E+013     0.925   0.000   0.000   0.075
  28189.095   2.313605E+013     0.925   0.000   0.000   0.075
  28238.619   2.313513E+013     0.925   0.000   0.000   0.075
  28288.144   2.313416E+013     0.925   0.000   0.000   0.075
  28337.669   2.313313E+013     0.925   0.000   0.000   0.075
  28387.194   2.313205E+013     0.925   0.000   0.000   0.075
  28436.718   2.313091E+013     0.925   0.000   0.000   0.075
  28486.243   2.312972E+013     0.925   0.000   0.000   0.075
  28535.768   2.312847E+013     0.925   0.000   0.000   0.075
  28585.293   2.312717E+013     0.925   0.000   0.000   0.075
  28634.817   2.312582E+013     0.925   0.000   0.000   0.075
  28684.342   2.312441E+013     0.925   0.000   0.000   0.075
  28733.867   2.312295E+013     0.925   0.000   0.000   0.075
  28783.392   2.312144E+013     0.925   0.000   0.000   0.075
  28832.916   2.311987E+013     0.925   0.000   0.000   0.075
  28882.441   2.311825E+013     0.925   0.000   0.000   0.075
  28931.966   2.311658E+013     0.925   0.000   0.000   0.075
  28981.491   2.311485E+013     0.925   0.000   0.000   0.075
  29031.016   2.311308E+013     0.925   0.000   0.000   0.075
  29080.540   2.311125E+013     0.925   0.000   0.000   0.075
  29130.065   2.310937E+013     0.925   0.000   0.000   0.075
  29179.590   2.310743E+013     0.925   0.000   0.000   0.075
  29229.115   2.310545E+013     0.925   0.000   0.000   0.075
  29278.639   2.310342E+013     0.925   0.000   0.000   0.075
  29328.164   2.310133E+013     0.925   0.000   0.000   0.075
  29377.689   2.309919E+013     0.925   0.000   0.000   0.075
  29427.214   2.309700E+013     0.925   0.000   0.000   0.075
  29476.738   2.309476E+013     0.925   0.000   0.000   0.075
  29526.263   2.309247E+013     0.925   0.000   0.000   0.075
  29575.788   2.309013E+013     0.924   0.000   0.000   0.076
  29625.313   2.308774E+013     0.924   0.000   0.000   0.076
  29674.837   2.308530E+013     0.924   0.000   0.000   0.076
  29724.362   2.308281E+013     0.924   0.000   0.000   0.076
  29773.887   2.308027E+013     0.924   0.000   0.000   0.076
  29823.412   2.307769E+013     0.924   0.000   0.000   0.076
  29872.936   2.307505E+013     0.924   0.000   0.000   0.076
  29922.461   2.307236E+013     0.924   0.000   0.000   0.076
  29971.986   2.306962E+013     0.924   0.000   0.000   0.076
  30021.511   2.306684E+013     0.924   0.000   0.000   0.076
  30071.036   2.306401E+013     0.924   0.000   0.000   0.076
  30120.560   2.306113E+013     0.924   0.000   0.000   0.076
  30170.085   2.305820E+013     0.924   0.000   0.000   0.076
  30219.610   2.305522E+013     0.924   0.000   0.000   0.076
  30269.135   2.305219E+013     0.924   0.000   0.000   0.076
  30318.659   2.304912E+013     0.924   0.000   0.000   0.076
  30368.184   2.304600E+013     0.924   0.000   0.000   0.076
  30417.709   2.304283E+013     0.924   0.000   0.000   0.076
  30467.234   2.303962E+013     0.924   0.000   0.000   0.076
  30516.758   2.303635E+013     0.924   0.000   0.000   0.076
  30566.283   2.303305E+013     0.924   0.000   0.000   0.076
  30615.808   2.302969E+013     0.924   0.000   0.000   0.076
  30665.333   2.302629E+013     0.924   0.000   0.000   0.076
  30714.857   2.302284E+013     0.924   0.000   0.000   0.076
  30764.382   2.301935E+013     0.924   0.000   0.000   0.076
  30813.907   2.301580E+013     0.924   0.000   0.000   0.076
  30863.432   2.301222E+013     0.924   0.000   0.000   0.076
  30912.956   2.300859E+013     0.924   0.000   0.000   0.076
  30962.481   2.300491E+013     0.924   0.000   0.000   0.076
  31012.006   2.300119E+013     0.924   0.000   0.000   0.076
  31061.531   2.299742E+013     0.924   0.000   0.000   0.076
  31111.056   2.299361E+013     0.924   0.000   0.000   0.076
  31160.580   2.298975E+013     0.924   0.000   0.000   0.076
  31210.105   2.298585E+013     0.924   0.000   0.000   0.076
  31259.630   2.298190E+013     0.924   0.000   0.000   0.076
  31309.155   2.297791E+013     0.924   0.000   0.000   0.076
  31358.679   2.297387E+013     0.924   0.000   0.000   0.076
  31408.204   2.296979E+013     0.924   0.000   0.000   0.076
  31457.729   2.296567E+013     0.924   0.000   0.000   0.076
  31507.254   2.296150E+013     0.924   0.000   0.000   0.076
  31556.778   2.295729E+013     0.924   0.000   0.000   0.076
  31606.303   2.295304E+013     0.924   0.000   0.000   0.076
  31655.828   2.294874E+013     0.924   0.000   0.000   0.076
  31705.353   2.294440E+013     0.923   0.000   0.000   0.077
  31754.877   2.294002E+013     0.923   0.000   0.000   0.077
  31804.402   2.293559E+013     0.923   0.000   0.000   0.077
  31853.927   2.293112E+013     0.923   0.000   0.000   0.077
  31903.452   2.292661E+013     0.923   0.000   0.000   0.077
  31952.976   2.292206E+013     0.923   0.000   0.000   0.077
  32002.501   2.291746E+013     0.923   0.000   0.000   0.077
  32052.026   2.291282E+013     0.923   0.000   0.000   0.077
  32101.551   2.290814E+013     0.923   0.000   0.000   0.077
  32151.076   2.290342E+013     0.923   0.000   0.000   0.077
  32200.600   2.289866E+013     0.923   0.000   0.000   0.077
  32250.125   2.289385E+013     0.923   0.000   0.000   0.077
  32299.650   2.288901E+013     0.923   0.000   0.000   0.077
  32349.175   2.288412E+013     0.923   0.000   0.000   0.077
  32398.699   2.287919E+013     0.923   0.000   0.000   0.077
  32448.224   2.287423E+013     0.923   0.000   0.000   0.077
  32497.749   2.286922E+013     0.923   0.000   0.000   0.077
  32547.274   2.286417E+013     0.923   0.000   0.000   0.077
  32596.798   2.285908E+013     0.923   0.000   0.000   0.077
  32646.323   2.285395E+013     0.923   0.000   0.000   0.077
  32695.848   2.284878E+013     0.923   0.000   0.000   0.077
  32745.373   2.284357E+013     0.923   0.000   0.000   0.077
  32794.897   2.283832E+013     0.923   0.000   0.000   0.077
  32844.422   2.283303E+013     0.923   0.000   0.000   0.077
  32893.947   2.282770E+013     0.923   0.000   0.000   0.077
  32943.472   2.282233E+013     0.923   0.000   0.000   0.077
  32992.996   2.281693E+013     0.923   0.000   0.000   0.077
  33042.521   2.281148E+013     0.923   0.000   0.000   0.077
  33092.046   2.280600E+013     0.923   0.000   0.000   0.077
  33141.571   2.280047E+013     0.923   0.000   0.000   0.077
  33191.096   2.279491E+013     0.923   0.000   0.000   0.077
  33240.620   2.278931E+013     0.923   0.000   0.000   0.077
  33290.145   2.278367E+013     0.923   0.000   0.000   0.077
  33339.670   2.277799E+013     0.923   0.000   0.000   0.077
  33389.195   2.277228E+013     0.923   0.000   0.000   0.077
  33438.719   2.276652E+013     0.923   0.000   0.000   0.077
  33488.244   2.276073E+013     0.923   0.000   0.000   0.077
  33537.769   2.275491E+013     0.923   0.000   0.000   0.077
  33587.294   2.274904E+013     0.923   0.000   0.000   0.077
  33636.818   2.274314E+013     0.923   0.000   0.000   0.077
  33686.343   2.273720E+013     0.923   0.000   0.000   0.077
  33735.868   2.273122E+013     0.923   0.000   0.000   0.077
  33785.393   2.272520E+013     0.923   0.000   0.000   0.077
  33834.917   2.271915E+013     0.923   0.000   0.000   0.077
  33884.442   2.271307E+013     0.923   0.000   0.000   0.077
  33933.967   2.270694E+013     0.923   0.000   0.000   0.077
  33983.492   2.270078E+013     0.923   0.000   0.000   0.077
  34033.017   2.269458E+013     0.923   0.000   0.000   0.077
  34082.541   2.268835E+013     0.923   0.000   0.000   0.077
  34132.066   2.268208E+013     0.922   0.000   0.000   0.078
  34181.591   2.267578E+013     0.922   0.000   0.000   0.078
  34231.116   2.266944E+013     0.922   0.000   0.000   0.078
  34280.640   2.266306E+013     0.922   0.000   0.000   0.078
  34330.165   2.265665E+013     0.922   0.000   0.000   0.078
  34379.690   2.265021E+013     0.922   0.000   0.000   0.078
  34429.215   2.264373E+013     0.922   0.000   0.000   0.078
  34478.739   2.263721E+013     0.922   0.000   0.000   0.078
  34528.264   2.263066E+013     0.922   0.000   0.000   0.078
  34577.789   2.262407E+013     0.922   0.000   0.000   0.078
  34627.314   2.261745E+013     0.922   0.000   0.000   0.078
  34676.838   2.261080E+013     0.922   0.000   0.000   0.078
  34726.363   2.260411E+013     0.922   0.000   0.000   0.078
  34775.888   2.259738E+013     0.922   0.000   0.000   0.078
  34825.413   2.259063E+013     0.922   0.000   0.000   0.078
  34874.937   2.258384E+013     0.922   0.000   0.000   0.078
  34924.462   2.257701E+013     0.922   0.000   0.000   0.078
  34973.987   2.257015E+013     0.922   0.000   0.000   0.078
  35023.512   2.256326E+013     0.922   0.000   0.000   0.078
  35073.037   2.255633E+013     0.922   0.000   0.000   0.078
  35122.561   2.254937E+013     0.922   0.000   0.000   0.078
  35172.086   2.254238E+013     0.922   0.000   0.000   0.078
  35221.611   2.253536E+013     0.922   0.000   0.000   0.078
  35271.136   2.252830E+013     0.922   0.000   0.000   0.078
  35320.660   2.252121E+013     0.922   0.000   0.000   0.078
  35370.185   2.251409E+013     0.922   0.000   0.000   0.078
  35419.710   2.250693E+013     0.922   0.000   0.000   0.078
  35469.235   2.249974E+013     0.922   0.000   0.000   0.078
  35518.759   2.249252E+013     0.922   0.000   0.000   0.078
  35568.284   2.248527E+013     0.922   0.000   0.000   0.078
  35617.809   2.247798E+013     0.922   0.000   0.000   0.078
  35667.334   2.247067E+013     0.922   0.000   0.000   0.078
  35716.858   2.246332E+013     0.922   0.000   0.000   0.078
  35766.383   2.245594E+013     0.922   0.000   0.000   0.078
  35815.908   2.244853E+013     0.922   0.000   0.000   0.078
  35865.433   2.244108E+013     0.922   0.000   0.000   0.078
  35914.957   2.243361E+013     0.922   0.000   0.000   0.078
  35964.482   2.242610E+013     0.922   0.000   0.000   0.078
  36014.007   2.241857E+013     0.922   0.000   0.000   0.078
  36063.532   2.241100E+013     0.922   0.000   0.000   0.078
  36113.057   2.240340E+013     0.922   0.000   0.000   0.078
  36162.581   2.239577E+013     0.922   0.000   0.000   0.078
  36212.106   2.238811E+013     0.922   0.000   0.000   0.078
  36261.631   2.238042E+013     0.922   0.000   0.000   0.078
  36311.156   2.237270E+013     0.922   0.000   0.000   0.078
  36360.680   2.236495E+013     0.922   0.000   0.000   0.078
  36410.205   2.235717E+013     0.922   0.000   0.000   0.078
  36459.730   2.234936E+013     0.922   0.000   0.000   0.078
  36509.255   2.234152E+013     0.922   0.000   0.000   0.078
  36558.779   2.233365E+013     0.922   0.000   0.000   0.078
  36608.304   2.232575E+013     0.922   0.000   0.000   0.078
  36657.829   2.231782E+013     0.922   0.000   0.000   0.078
  36707.354   2.230986E+013     0.922   0.000   0.000   0.078
  36756.878   2.230188E+013     0.922   0.000   0.000   0.078
  36806.403   2.229386E+013     0.922   0.000   0.000   0.078
  36855.928   2.228581E+013     0.922   0.000   0.000   0.078
  36905.453   2.227774E+013     0.922   0.000   0.000   0.078
  36954.977   2.226964E+013     0.921   0.000   0.000   0.079
  37004.502   2.226151E+013     0.921   0.000   0.000   0.079
  37054.027   2.225334E+013     0.921   0.000   0.000   0.079
  37103.552   2.224516E+013     0.921   0.000   0.000   0.079
  37153.077   2.223694E+013     0.921   0.000   0.000   0.079
  37202.601   2.222869E+013     0.921   0.000   0.000   0.079
  37252.126   2.222042E+013     0.921   0.000   0.000   0.079
  37301.651   2.221212E+013     0.921   0.000   0.000   0.079
  37351.176   2.220379E+013     0.921   0.000   0.000   0.079
  37400.700   2.219543E+013     0.921   0.000   0.000   0.079
  37450.225   2.218705E+013     0.921   0.000   0.000   0.079
  37499.750   2.217864E+013     0.921   0.000   0.000   0.079
  37549.275   2.217020E+013     0.921   0.000   0.000   0.079
  37598.799   2.216173E+013     0.921   0.000   0.000   0.079
  37648.324   2.215323E+013     0.921   0.000   0.000   0.079
  37697.849   2.214471E+013     0.921   0.000   0.000   0.079
  37747.374   2.213617E+013     0.921   0.000   0.000   0.079
  37796.898   2.212759E+013     0.921   0.000   0.000   0.079
  37846.423   2.211899E+013     0.921   0.000   0.000   0.079
  37895.948   2.211036E+013     0.921   0.000   0.000   0.079
  37945.473   2.210171E+013     0.921   0.000   0.000   0.079
  37994.997   2.209302E+013     0.921   0.000   0.000   0.079
  38044.522   2.208432E+013     0.921   0.000   0.000   0.079
  38094.047   2.207558E+013     0.921   0.000   0.000   0.079
  38143.572   2.206682E+013     0.921   0.000   0.000   0.079
  38193.097   2.205804E+013     0.921   0.000   0.000   0.079
  38242.621   2.204923E+013     0.921   0.000   0.000   0.079
  38292.146   2.204039E+013     0.921   0.000   0.000   0.079
  38341.671   2.203152E+013     0.921   0.000   0.000   0.079
  38391.196   2.202264E+013     0.921   0.000   0.000   0.079
  38440.720   2.201372E+013     0.921   0.000   0.000   0.079
  38490.245   2.200478E+013     0.921   0.000   0.000   0.079
  38539.770   2.199582E+013     0.921   0.000   0.000   0.079
  38589.295   2.198683E+013     0.921   0.000   0.000   0.079
  38638.819   2.197781E+013     0.921   0.000   0.000   0.079
  38688.344   2.196877E+013     0.921   0.000   0.000   0.079
  38737.869   2.195971E+013     0.921   0.000   0.000   0.079
  38787.394   2.195062E+013     0.921   0.000   0.000   0.079
  38836.918   2.194150E+013     0.921   0.000   0.000   0.079
  38886.443   2.193237E+013     0.921   0.000   0.000   0.079
  38935.968   2.192320E+013     0.921   0.000   0.000   0.079
  38985.493   2.191402E+013     0.921   0.000   0.000   0.079
  39035.018   2.190480E+013     0.921   0.000   0.000   0.079
  39084.542   2.189557E+013     0.921   0.000   0.000   0.079
  39134.067   2.188631E+013     0.921   0.000   0.000   0.079
  39183.592   2.187703E+013     0.921   0.000   0.000   0.079
  39233.117   2.186772E+013     0.921   0.000   0.000   0.079
  39282.641   2.185839E+013     0.921   0.000   0.000   0.079
  39332.166   2.184903E+013     0.921   0.000   0.000   0.079
  39381.691   2.183966E+013     0.921   0.000   0.000   0.079
  39431.216   2.183026E+013     0.921   0.000   0.000   0.079
  39480.740   2.182083E+013     0.921   0.000   0.000   0.079
  39530.265   2.181138E+013     0.921   0.000   0.000   0.079
  39579.790   2.180191E+013     0.921   0.000   0.000   0.079
  39629.315   2.179242E+013     0.921   0.000   0.000   0.079
  39678.839   2.178290E+013     0.921   0.000   0.000   0.079
  39728.364   2.177336E+013     0.921   0.000   0.000   0.079
  39777.889   2.176380E+013     0.921   0.000   0.000   0.079
  39827.414   2.175422E+013     0.921   0.000   0.000   0.079
  39876.938   2.174461E+013     0.921   0.000   0.000   0.079
  39926.463   2.173498E+013     0.921   0.000   0.000   0.079
  39975.988   2.172533E+013     0.921   0.000   0.000   0.079
  40025.513   2.171565E+013     0.921   0.000   0.000   0.079
  40075.038   2.170596E+013     0.921   0.000   0.000   0.079
  40124.562   2.169624E+013     0.921   0.000   0.000   0.079
  40174.087   2.168650E+013     0.921   0.000   0.000   0.079
  40223.612   2.167674E+013     0.921   0.000   0.000   0.079
  40273.137   2.166695E+013     0.921   0.000   0.000   0.079
  40322.661   2.165715E+013     0.921   0.000   0.000   0.079
  40372.186   2.164732E+013     0.921   0.000   0.000   0.079
  40421.711   2.163747E+013     0.920   0.000   0.000   0.080
  40471.236   2.162760E+013     0.920   0.000   0.000   0.080
  40520.760   2.161771E+013     0.920   0.000   0.000   0.080
  40570.285   2.160780E+013     0.920   0.000   0.000   0.080
  40619.810   2.159787E+013     0.920   0.000   0.000   0.080
  40669.335   2.158791E+013     0.920   0.000   0.000   0.080
  40718.859   2.157794E+013     0.920   0.000   0.000   0.080
  40768.384   2.156794E+013     0.920   0.000   0.000   0.080
  40817.909   2.155792E+013     0.920   0.000   0.000   0.080
  40867.434   2.154789E+013     0.920   0.000   0.000   0.080
  40916.958   2.153783E+013     0.920   0.000   0.000   0.080
  40966.483   2.152775E+013     0.920   0.000   0.000   0.080
  41016.008   2.151765E+013     0.920   0.000   0.000   0.080
  41065.533   2.150754E+013     0.920   0.000   0.000   0.080
  41115.058   2.149740E+013     0.920   0.000   0.000   0.080
  41164.582   2.148724E+013     0.920   0.000   0.000   0.080
  41214.107   2.147706E+013     0.920   0.000   0.000   0.080
  41263.632   2.146686E+013     0.920   0.000   0.000   0.080
  41313.157   2.145664E+013     0.920   0.000   0.000   0.080
  41362.681   2.144640E+013     0.920   0.000   0.000   0.080
  41412.206   2.143615E+013     0.920   0.000   0.000   0.080
  41461.731   2.142587E+013     0.920   0.000   0.000   0.080
  41511.256   2.141557E+013     0.920   0.000   0.000   0.080
  41560.780   2.140526E+013     0.920   0.000   0.000   0.080
  41610.305   2.139492E+013     0.920   0.000   0.000   0.080
  41659.830   2.138457E+013     0.920   0.000   0.000   0.080
  41709.355   2.137420E+013     0.920   0.000   0.000   0.080
  41758.879   2.136380E+013     0.920   0.000   0.000   0.080
  41808.404   2.135339E+013     0.920   0.000   0.000   0.080
  41857.929   2.134296E+013     0.920   0.000   0.000   0.080
  41907.454   2.133251E+013     0.920   0.000   0.000   0.080
  41956.978   2.132205E+013     0.920   0.000   0.000   0.080
  42006.503   2.131156E+013     0.920   0.000   0.000   0.080
  42056.028   2.130106E+013     0.920   0.000   0.000   0.080
  42105.553   2.129053E+013     0.920   0.000   0.000   0.080
  42155.078   2.127999E+013     0.920   0.000   0.000   0.080
  42204.602   2.126943E+013     0.920   0.000   0.000   0.080
  42254.127   2.125886E+013     0.920   0.000   0.000   0.080
  42303.652   2.124826E+013     0.920   0.000   0.000   0.080
  42353.177   2.123765E+013     0.920   0.000   0.000   0.080
  42402.701   2.122702E+013     0.920   0.000   0.000   0.080
  42452.226   2.121637E+013     0.920   0.000   0.000   0.080
