 ****************** Start WS v. 1.61 at 2014-10-14 09:05:28 ******************
 
 Wiggler A at APS
 energy   7.000 GeV   current 100.0 mA
 period   8.500  cm   N        28.0      Kx      0.000      Ky      8.740
 emin    1000.0  eV   emax 100000.0 eV   ne       2000
 d       30.000   m   xpc     0.000 mm   ypc     0.000 mm
 xps      2.000  mm   yps     2.000 mm   nxp        10      nyp        10
 
 b0       1.101   T   ec0    35.884  keV
 e1      139.67  eV   l1     88.767  A
 ptot    8947.6   W   pd       89.1  W/mm^2
 
 Flux through   2.000 mm x  2.000 mm pinhole at  0.000 mm,  0.000 mm @ 30.000 m:
 Integrated flux   6.642E+16 ph/s
 Integrated power     262.21 W
 
 Energy(eV)   Flux(ph/s/0.1%bw)    p1      p2      p3      p4
  42501.751   2.120570E+013     0.920   0.000   0.000   0.080
  42551.276   2.119502E+013     0.920   0.000   0.000   0.080
  42600.800   2.118432E+013     0.920   0.000   0.000   0.080
  42650.325   2.117360E+013     0.920   0.000   0.000   0.080
  42699.850   2.116286E+013     0.920   0.000   0.000   0.080
  42749.375   2.115211E+013     0.920   0.000   0.000   0.080
  42798.899   2.114134E+013     0.920   0.000   0.000   0.080
  42848.424   2.113055E+013     0.920   0.000   0.000   0.080
  42897.949   2.111975E+013     0.920   0.000   0.000   0.080
  42947.474   2.110892E+013     0.920   0.000   0.000   0.080
  42996.998   2.109809E+013     0.920   0.000   0.000   0.080
  43046.523   2.108723E+013     0.920   0.000   0.000   0.080
  43096.048   2.107636E+013     0.920   0.000   0.000   0.080
  43145.573   2.106547E+013     0.920   0.000   0.000   0.080
  43195.098   2.105456E+013     0.920   0.000   0.000   0.080
  43244.622   2.104364E+013     0.920   0.000   0.000   0.080
  43294.147   2.103270E+013     0.920   0.000   0.000   0.080
  43343.672   2.102175E+013     0.920   0.000   0.000   0.080
  43393.197   2.101078E+013     0.920   0.000   0.000   0.080
  43442.721   2.099979E+013     0.920   0.000   0.000   0.080
  43492.246   2.098879E+013     0.920   0.000   0.000   0.080
  43541.771   2.097777E+013     0.920   0.000   0.000   0.080
  43591.296   2.096674E+013     0.920   0.000   0.000   0.080
  43640.820   2.095569E+013     0.920   0.000   0.000   0.080
  43690.345   2.094462E+013     0.920   0.000   0.000   0.080
  43739.870   2.093354E+013     0.920   0.000   0.000   0.080
  43789.395   2.092244E+013     0.920   0.000   0.000   0.080
  43838.919   2.091133E+013     0.920   0.000   0.000   0.080
  43888.444   2.090020E+013     0.920   0.000   0.000   0.080
  43937.969   2.088905E+013     0.920   0.000   0.000   0.080
  43987.494   2.087790E+013     0.920   0.000   0.000   0.080
  44037.019   2.086672E+013     0.920   0.000   0.000   0.080
  44086.543   2.085553E+013     0.920   0.000   0.000   0.080
  44136.068   2.084433E+013     0.920   0.000   0.000   0.080
  44185.593   2.083311E+013     0.920   0.000   0.000   0.080
  44235.118   2.082187E+013     0.920   0.000   0.000   0.080
  44284.642   2.081063E+013     0.920   0.000   0.000   0.080
  44334.167   2.079936E+013     0.920   0.000   0.000   0.080
  44383.692   2.078808E+013     0.920   0.000   0.000   0.080
  44433.217   2.077679E+013     0.920   0.000   0.000   0.080
  44482.741   2.076548E+013     0.920   0.000   0.000   0.080
  44532.266   2.075416E+013     0.920   0.000   0.000   0.080
  44581.791   2.074282E+013     0.920   0.000   0.000   0.080
  44631.316   2.073147E+013     0.920   0.000   0.000   0.080
  44680.840   2.072011E+013     0.920   0.000   0.000   0.080
  44730.365   2.070873E+013     0.919   0.000   0.000   0.081
  44779.890   2.069734E+013     0.919   0.000   0.000   0.081
  44829.415   2.068593E+013     0.919   0.000   0.000   0.081
  44878.939   2.067451E+013     0.919   0.000   0.000   0.081
  44928.464   2.066307E+013     0.919   0.000   0.000   0.081
  44977.989   2.065163E+013     0.919   0.000   0.000   0.081
  45027.514   2.064016E+013     0.919   0.000   0.000   0.081
  45077.039   2.062869E+013     0.919   0.000   0.000   0.081
  45126.563   2.061720E+013     0.919   0.000   0.000   0.081
  45176.088   2.060570E+013     0.919   0.000   0.000   0.081
  45225.613   2.059418E+013     0.919   0.000   0.000   0.081
  45275.138   2.058265E+013     0.919   0.000   0.000   0.081
  45324.662   2.057111E+013     0.919   0.000   0.000   0.081
  45374.187   2.055955E+013     0.919   0.000   0.000   0.081
  45423.712   2.054798E+013     0.919   0.000   0.000   0.081
  45473.237   2.053640E+013     0.919   0.000   0.000   0.081
  45522.761   2.052481E+013     0.919   0.000   0.000   0.081
  45572.286   2.051320E+013     0.919   0.000   0.000   0.081
  45621.811   2.050158E+013     0.919   0.000   0.000   0.081
  45671.336   2.048994E+013     0.919   0.000   0.000   0.081
  45720.860   2.047830E+013     0.919   0.000   0.000   0.081
  45770.385   2.046664E+013     0.919   0.000   0.000   0.081
  45819.910   2.045497E+013     0.919   0.000   0.000   0.081
  45869.435   2.044328E+013     0.919   0.000   0.000   0.081
  45918.959   2.043158E+013     0.919   0.000   0.000   0.081
  45968.484   2.041988E+013     0.919   0.000   0.000   0.081
  46018.009   2.040815E+013     0.919   0.000   0.000   0.081
  46067.534   2.039642E+013     0.919   0.000   0.000   0.081
  46117.059   2.038468E+013     0.919   0.000   0.000   0.081
  46166.583   2.037292E+013     0.919   0.000   0.000   0.081
  46216.108   2.036115E+013     0.919   0.000   0.000   0.081
  46265.633   2.034937E+013     0.919   0.000   0.000   0.081
  46315.158   2.033757E+013     0.919   0.000   0.000   0.081
  46364.682   2.032577E+013     0.919   0.000   0.000   0.081
  46414.207   2.031395E+013     0.919   0.000   0.000   0.081
  46463.732   2.030212E+013     0.919   0.000   0.000   0.081
  46513.257   2.029028E+013     0.919   0.000   0.000   0.081
  46562.781   2.027843E+013     0.919   0.000   0.000   0.081
  46612.306   2.026657E+013     0.919   0.000   0.000   0.081
  46661.831   2.025469E+013     0.919   0.000   0.000   0.081
  46711.356   2.024281E+013     0.919   0.000   0.000   0.081
  46760.880   2.023091E+013     0.919   0.000   0.000   0.081
  46810.405   2.021900E+013     0.919   0.000   0.000   0.081
  46859.930   2.020708E+013     0.919   0.000   0.000   0.081
  46909.455   2.019515E+013     0.919   0.000   0.000   0.081
  46958.979   2.018321E+013     0.919   0.000   0.000   0.081
  47008.504   2.017126E+013     0.919   0.000   0.000   0.081
  47058.029   2.015929E+013     0.919   0.000   0.000   0.081
  47107.554   2.014732E+013     0.919   0.000   0.000   0.081
  47157.079   2.013533E+013     0.919   0.000   0.000   0.081
  47206.603   2.012334E+013     0.919   0.000   0.000   0.081
  47256.128   2.011133E+013     0.919   0.000   0.000   0.081
  47305.653   2.009931E+013     0.919   0.000   0.000   0.081
  47355.178   2.008729E+013     0.919   0.000   0.000   0.081
  47404.702   2.007525E+013     0.919   0.000   0.000   0.081
  47454.227   2.006320E+013     0.919   0.000   0.000   0.081
  47503.752   2.005114E+013     0.919   0.000   0.000   0.081
  47553.277   2.003907E+013     0.919   0.000   0.000   0.081
  47602.801   2.002699E+013     0.919   0.000   0.000   0.081
  47652.326   2.001490E+013     0.919   0.000   0.000   0.081
  47701.851   2.000280E+013     0.919   0.000   0.000   0.081
  47751.376   1.999070E+013     0.919   0.000   0.000   0.081
  47800.900   1.997858E+013     0.919   0.000   0.000   0.081
  47850.425   1.996645E+013     0.919   0.000   0.000   0.081
  47899.950   1.995431E+013     0.919   0.000   0.000   0.081
  47949.475   1.994216E+013     0.919   0.000   0.000   0.081
  47998.999   1.993000E+013     0.919   0.000   0.000   0.081
  48048.524   1.991783E+013     0.919   0.000   0.000   0.081
  48098.049   1.990565E+013     0.919   0.000   0.000   0.081
  48147.574   1.989347E+013     0.919   0.000   0.000   0.081
  48197.099   1.988127E+013     0.919   0.000   0.000   0.081
  48246.623   1.986907E+013     0.919   0.000   0.000   0.081
  48296.148   1.985685E+013     0.919   0.000   0.000   0.081
  48345.673   1.984463E+013     0.919   0.000   0.000   0.081
  48395.198   1.983239E+013     0.919   0.000   0.000   0.081
  48444.722   1.982015E+013     0.919   0.000   0.000   0.081
  48494.247   1.980790E+013     0.919   0.000   0.000   0.081
  48543.772   1.979564E+013     0.919   0.000   0.000   0.081
  48593.297   1.978337E+013     0.919   0.000   0.000   0.081
  48642.821   1.977109E+013     0.919   0.000   0.000   0.081
  48692.346   1.975880E+013     0.919   0.000   0.000   0.081
  48741.871   1.974650E+013     0.919   0.000   0.000   0.081
  48791.396   1.973420E+013     0.919   0.000   0.000   0.081
  48840.920   1.972188E+013     0.919   0.000   0.000   0.081
  48890.445   1.970956E+013     0.919   0.000   0.000   0.081
  48939.970   1.969723E+013     0.919   0.000   0.000   0.081
  48989.495   1.968489E+013     0.919   0.000   0.000   0.081
  49039.020   1.967254E+013     0.919   0.000   0.000   0.081
  49088.544   1.966018E+013     0.919   0.000   0.000   0.081
  49138.069   1.964782E+013     0.919   0.000   0.000   0.081
  49187.594   1.963545E+013     0.919   0.000   0.000   0.081
  49237.119   1.962306E+013     0.919   0.000   0.000   0.081
  49286.643   1.961068E+013     0.919   0.000   0.000   0.081
  49336.168   1.959828E+013     0.919   0.000   0.000   0.081
  49385.693   1.958587E+013     0.919   0.000   0.000   0.081
  49435.218   1.957346E+013     0.919   0.000   0.000   0.081
  49484.742   1.956104E+013     0.919   0.000   0.000   0.081
  49534.267   1.954861E+013     0.919   0.000   0.000   0.081
  49583.792   1.953617E+013     0.919   0.000   0.000   0.081
  49633.317   1.952372E+013     0.919   0.000   0.000   0.081
  49682.841   1.951127E+013     0.919   0.000   0.000   0.081
  49732.366   1.949881E+013     0.919   0.000   0.000   0.081
  49781.891   1.948634E+013     0.919   0.000   0.000   0.081
  49831.416   1.947387E+013     0.919   0.000   0.000   0.081
  49880.940   1.946138E+013     0.919   0.000   0.000   0.081
  49930.465   1.944889E+013     0.919   0.000   0.000   0.081
  49979.990   1.943640E+013     0.919   0.000   0.000   0.081
  50029.515   1.942389E+013     0.919   0.000   0.000   0.081
  50079.040   1.941138E+013     0.919   0.000   0.000   0.081
  50128.564   1.939886E+013     0.919   0.000   0.000   0.081
  50178.089   1.938633E+013     0.919   0.000   0.000   0.081
  50227.614   1.937380E+013     0.919   0.000   0.000   0.081
  50277.139   1.936126E+013     0.919   0.000   0.000   0.081
  50326.663   1.934871E+013     0.919   0.000   0.000   0.081
  50376.188   1.933615E+013     0.919   0.000   0.000   0.081
  50425.713   1.932359E+013     0.919   0.000   0.000   0.081
  50475.238   1.931102E+013     0.919   0.000   0.000   0.081
  50524.762   1.929845E+013     0.919   0.000   0.000   0.081
  50574.287   1.928586E+013     0.919   0.000   0.000   0.081
  50623.812   1.927327E+013     0.919   0.000   0.000   0.081
  50673.337   1.926068E+013     0.919   0.000   0.000   0.081
  50722.861   1.924808E+013     0.918   0.000   0.000   0.082
  50772.386   1.923547E+013     0.918   0.000   0.000   0.082
  50821.911   1.922285E+013     0.918   0.000   0.000   0.082
  50871.436   1.921023E+013     0.918   0.000   0.000   0.082
  50920.960   1.919760E+013     0.918   0.000   0.000   0.082
  50970.485   1.918497E+013     0.918   0.000   0.000   0.082
  51020.010   1.917232E+013     0.918   0.000   0.000   0.082
  51069.535   1.915968E+013     0.918   0.000   0.000   0.082
  51119.060   1.914702E+013     0.918   0.000   0.000   0.082
  51168.584   1.913437E+013     0.918   0.000   0.000   0.082
  51218.109   1.912170E+013     0.918   0.000   0.000   0.082
  51267.634   1.910903E+013     0.918   0.000   0.000   0.082
  51317.159   1.909635E+013     0.918   0.000   0.000   0.082
  51366.683   1.908367E+013     0.918   0.000   0.000   0.082
  51416.208   1.907098E+013     0.918   0.000   0.000   0.082
  51465.733   1.905828E+013     0.918   0.000   0.000   0.082
  51515.258   1.904558E+013     0.918   0.000   0.000   0.082
  51564.782   1.903287E+013     0.918   0.000   0.000   0.082
  51614.307   1.902016E+013     0.918   0.000   0.000   0.082
  51663.832   1.900744E+013     0.918   0.000   0.000   0.082
  51713.357   1.899472E+013     0.918   0.000   0.000   0.082
  51762.881   1.898199E+013     0.918   0.000   0.000   0.082
  51812.406   1.896926E+013     0.918   0.000   0.000   0.082
  51861.931   1.895652E+013     0.918   0.000   0.000   0.082
  51911.456   1.894377E+013     0.918   0.000   0.000   0.082
  51960.980   1.893102E+013     0.918   0.000   0.000   0.082
  52010.505   1.891826E+013     0.918   0.000   0.000   0.082
  52060.030   1.890550E+013     0.918   0.000   0.000   0.082
  52109.555   1.889274E+013     0.918   0.000   0.000   0.082
  52159.080   1.887997E+013     0.918   0.000   0.000   0.082
  52208.604   1.886719E+013     0.918   0.000   0.000   0.082
  52258.129   1.885441E+013     0.918   0.000   0.000   0.082
  52307.654   1.884162E+013     0.918   0.000   0.000   0.082
  52357.179   1.882883E+013     0.918   0.000   0.000   0.082
  52406.703   1.881603E+013     0.918   0.000   0.000   0.082
  52456.228   1.880323E+013     0.918   0.000   0.000   0.082
  52505.753   1.879042E+013     0.918   0.000   0.000   0.082
  52555.278   1.877761E+013     0.918   0.000   0.000   0.082
  52604.802   1.876480E+013     0.918   0.000   0.000   0.082
  52654.327   1.875198E+013     0.918   0.000   0.000   0.082
  52703.852   1.873915E+013     0.918   0.000   0.000   0.082
  52753.377   1.872632E+013     0.918   0.000   0.000   0.082
  52802.901   1.871349E+013     0.918   0.000   0.000   0.082
  52852.426   1.870065E+013     0.918   0.000   0.000   0.082
  52901.951   1.868780E+013     0.918   0.000   0.000   0.082
  52951.476   1.867496E+013     0.918   0.000   0.000   0.082
  53001.001   1.866211E+013     0.918   0.000   0.000   0.082
  53050.525   1.864925E+013     0.918   0.000   0.000   0.082
  53100.050   1.863639E+013     0.918   0.000   0.000   0.082
  53149.575   1.862352E+013     0.918   0.000   0.000   0.082
  53199.100   1.861065E+013     0.918   0.000   0.000   0.082
  53248.624   1.859778E+013     0.918   0.000   0.000   0.082
  53298.149   1.858490E+013     0.918   0.000   0.000   0.082
  53347.674   1.857202E+013     0.918   0.000   0.000   0.082
  53397.199   1.855914E+013     0.918   0.000   0.000   0.082
  53446.723   1.854625E+013     0.918   0.000   0.000   0.082
  53496.248   1.853335E+013     0.918   0.000   0.000   0.082
  53545.773   1.852046E+013     0.918   0.000   0.000   0.082
  53595.298   1.850756E+013     0.918   0.000   0.000   0.082
  53644.822   1.849465E+013     0.918   0.000   0.000   0.082
  53694.347   1.848174E+013     0.918   0.000   0.000   0.082
  53743.872   1.846883E+013     0.918   0.000   0.000   0.082
  53793.397   1.845592E+013     0.918   0.000   0.000   0.082
  53842.921   1.844300E+013     0.918   0.000   0.000   0.082
  53892.446   1.843007E+013     0.918   0.000   0.000   0.082
  53941.971   1.841715E+013     0.918   0.000   0.000   0.082
  53991.496   1.840422E+013     0.918   0.000   0.000   0.082
  54041.021   1.839128E+013     0.918   0.000   0.000   0.082
  54090.545   1.837835E+013     0.918   0.000   0.000   0.082
  54140.070   1.836541E+013     0.918   0.000   0.000   0.082
  54189.595   1.835246E+013     0.918   0.000   0.000   0.082
  54239.120   1.833952E+013     0.918   0.000   0.000   0.082
  54288.644   1.832657E+013     0.918   0.000   0.000   0.082
  54338.169   1.831361E+013     0.918   0.000   0.000   0.082
  54387.694   1.830066E+013     0.918   0.000   0.000   0.082
  54437.219   1.828770E+013     0.918   0.000   0.000   0.082
  54486.743   1.827474E+013     0.918   0.000   0.000   0.082
  54536.268   1.826177E+013     0.918   0.000   0.000   0.082
  54585.793   1.824880E+013     0.918   0.000   0.000   0.082
  54635.318   1.823583E+013     0.918   0.000   0.000   0.082
  54684.842   1.822286E+013     0.918   0.000   0.000   0.082
  54734.367   1.820988E+013     0.918   0.000   0.000   0.082
  54783.892   1.819690E+013     0.918   0.000   0.000   0.082
  54833.417   1.818392E+013     0.918   0.000   0.000   0.082
  54882.941   1.817093E+013     0.918   0.000   0.000   0.082
  54932.466   1.815794E+013     0.918   0.000   0.000   0.082
  54981.991   1.814495E+013     0.918   0.000   0.000   0.082
  55031.516   1.813196E+013     0.918   0.000   0.000   0.082
  55081.041   1.811896E+013     0.918   0.000   0.000   0.082
  55130.565   1.810596E+013     0.918   0.000   0.000   0.082
  55180.090   1.809296E+013     0.918   0.000   0.000   0.082
  55229.615   1.807996E+013     0.918   0.000   0.000   0.082
  55279.140   1.806695E+013     0.918   0.000   0.000   0.082
  55328.664   1.805395E+013     0.918   0.000   0.000   0.082
  55378.189   1.804094E+013     0.918   0.000   0.000   0.082
  55427.714   1.802792E+013     0.918   0.000   0.000   0.082
  55477.239   1.801491E+013     0.918   0.000   0.000   0.082
  55526.763   1.800189E+013     0.918   0.000   0.000   0.082
  55576.288   1.798887E+013     0.918   0.000   0.000   0.082
  55625.813   1.797585E+013     0.918   0.000   0.000   0.082
  55675.338   1.796283E+013     0.918   0.000   0.000   0.082
  55724.862   1.794980E+013     0.918   0.000   0.000   0.082
  55774.387   1.793677E+013     0.918   0.000   0.000   0.082
  55823.912   1.792374E+013     0.918   0.000   0.000   0.082
  55873.437   1.791071E+013     0.918   0.000   0.000   0.082
  55922.961   1.789768E+013     0.918   0.000   0.000   0.082
  55972.486   1.788464E+013     0.918   0.000   0.000   0.082
  56022.011   1.787160E+013     0.918   0.000   0.000   0.082
  56071.536   1.785856E+013     0.918   0.000   0.000   0.082
  56121.061   1.784552E+013     0.918   0.000   0.000   0.082
  56170.585   1.783248E+013     0.918   0.000   0.000   0.082
  56220.110   1.781944E+013     0.918   0.000   0.000   0.082
  56269.635   1.780639E+013     0.918   0.000   0.000   0.082
  56319.160   1.779334E+013     0.918   0.000   0.000   0.082
  56368.684   1.778029E+013     0.918   0.000   0.000   0.082
  56418.209   1.776724E+013     0.918   0.000   0.000   0.082
  56467.734   1.775419E+013     0.918   0.000   0.000   0.082
  56517.259   1.774113E+013     0.918   0.000   0.000   0.082
  56566.783   1.772808E+013     0.918   0.000   0.000   0.082
  56616.308   1.771502E+013     0.918   0.000   0.000   0.082
  56665.833   1.770196E+013     0.918   0.000   0.000   0.082
  56715.358   1.768891E+013     0.918   0.000   0.000   0.082
  56764.882   1.767584E+013     0.918   0.000   0.000   0.082
  56814.407   1.766278E+013     0.918   0.000   0.000   0.082
  56863.932   1.764972E+013     0.918   0.000   0.000   0.082
  56913.457   1.763665E+013     0.918   0.000   0.000   0.082
  56962.981   1.762359E+013     0.918   0.000   0.000   0.082
  57012.506   1.761052E+013     0.918   0.000   0.000   0.082
  57062.031   1.759746E+013     0.918   0.000   0.000   0.082
  57111.556   1.758439E+013     0.918   0.000   0.000   0.082
  57161.081   1.757132E+013     0.918   0.000   0.000   0.082
  57210.605   1.755825E+013     0.918   0.000   0.000   0.082
  57260.130   1.754517E+013     0.918   0.000   0.000   0.082
  57309.655   1.753210E+013     0.918   0.000   0.000   0.082
  57359.180   1.751903E+013     0.918   0.000   0.000   0.082
  57408.704   1.750595E+013     0.918   0.000   0.000   0.082
  57458.229   1.749288E+013     0.918   0.000   0.000   0.082
  57507.754   1.747980E+013     0.918   0.000   0.000   0.082
  57557.279   1.746673E+013     0.918   0.000   0.000   0.082
  57606.803   1.745365E+013     0.918   0.000   0.000   0.082
  57656.328   1.744057E+013     0.918   0.000   0.000   0.082
  57705.853   1.742749E+013     0.918   0.000   0.000   0.082
  57755.378   1.741441E+013     0.918   0.000   0.000   0.082
  57804.902   1.740133E+013     0.918   0.000   0.000   0.082
  57854.427   1.738825E+013     0.918   0.000   0.000   0.082
  57903.952   1.737517E+013     0.918   0.000   0.000   0.082
  57953.477   1.736209E+013     0.918   0.000   0.000   0.082
  58003.002   1.734901E+013     0.918   0.000   0.000   0.082
  58052.526   1.733593E+013     0.918   0.000   0.000   0.082
  58102.051   1.732285E+013     0.918   0.000   0.000   0.082
  58151.576   1.730976E+013     0.918   0.000   0.000   0.082
  58201.101   1.729668E+013     0.918   0.000   0.000   0.082
  58250.625   1.728360E+013     0.918   0.000   0.000   0.082
  58300.150   1.727051E+013     0.918   0.000   0.000   0.082
  58349.675   1.725743E+013     0.918   0.000   0.000   0.082
  58399.200   1.724434E+013     0.918   0.000   0.000   0.082
  58448.724   1.723126E+013     0.918   0.000   0.000   0.082
  58498.249   1.721818E+013     0.918   0.000   0.000   0.082
  58547.774   1.720509E+013     0.918   0.000   0.000   0.082
  58597.299   1.719201E+013     0.918   0.000   0.000   0.082
  58646.823   1.717892E+013     0.918   0.000   0.000   0.082
  58696.348   1.716584E+013     0.918   0.000   0.000   0.082
  58745.873   1.715276E+013     0.918   0.000   0.000   0.082
  58795.398   1.713967E+013     0.918   0.000   0.000   0.082
  58844.922   1.712659E+013     0.918   0.000   0.000   0.082
  58894.447   1.711350E+013     0.918   0.000   0.000   0.082
  58943.972   1.710042E+013     0.918   0.000   0.000   0.082
  58993.497   1.708734E+013     0.918   0.000   0.000   0.082
  59043.022   1.707425E+013     0.918   0.000   0.000   0.082
  59092.546   1.706117E+013     0.918   0.000   0.000   0.082
  59142.071   1.704809E+013     0.918   0.000   0.000   0.082
  59191.596   1.703500E+013     0.918   0.000   0.000   0.082
  59241.121   1.702192E+013     0.918   0.000   0.000   0.082
  59290.645   1.700884E+013     0.918   0.000   0.000   0.082
  59340.170   1.699576E+013     0.918   0.000   0.000   0.082
  59389.695   1.698268E+013     0.918   0.000   0.000   0.082
  59439.220   1.696960E+013     0.918   0.000   0.000   0.082
  59488.744   1.695652E+013     0.918   0.000   0.000   0.082
  59538.269   1.694344E+013     0.918   0.000   0.000   0.082
  59587.794   1.693036E+013     0.918   0.000   0.000   0.082
  59637.319   1.691728E+013     0.918   0.000   0.000   0.082
  59686.843   1.690421E+013     0.918   0.000   0.000   0.082
  59736.368   1.689113E+013     0.918   0.000   0.000   0.082
  59785.893   1.687805E+013     0.918   0.000   0.000   0.082
  59835.418   1.686498E+013     0.918   0.000   0.000   0.082
  59884.942   1.685190E+013     0.918   0.000   0.000   0.082
  59934.467   1.683883E+013     0.918   0.000   0.000   0.082
  59983.992   1.682576E+013     0.918   0.000   0.000   0.082
  60033.517   1.681268E+013     0.918   0.000   0.000   0.082
  60083.042   1.679961E+013     0.918   0.000   0.000   0.082
  60132.566   1.678654E+013     0.918   0.000   0.000   0.082
  60182.091   1.677347E+013     0.918   0.000   0.000   0.082
  60231.616   1.676040E+013     0.918   0.000   0.000   0.082
  60281.141   1.674734E+013     0.918   0.000   0.000   0.082
  60330.665   1.673427E+013     0.918   0.000   0.000   0.082
  60380.190   1.672120E+013     0.918   0.000   0.000   0.082
  60429.715   1.670814E+013     0.918   0.000   0.000   0.082
  60479.240   1.669508E+013     0.918   0.000   0.000   0.082
  60528.764   1.668201E+013     0.918   0.000   0.000   0.082
  60578.289   1.666895E+013     0.918   0.000   0.000   0.082
  60627.814   1.665589E+013     0.918   0.000   0.000   0.082
  60677.339   1.664284E+013     0.918   0.000   0.000   0.082
  60726.863   1.662978E+013     0.918   0.000   0.000   0.082
  60776.388   1.661672E+013     0.918   0.000   0.000   0.082
  60825.913   1.660367E+013     0.918   0.000   0.000   0.082
  60875.438   1.659061E+013     0.918   0.000   0.000   0.082
  60924.962   1.657756E+013     0.918   0.000   0.000   0.082
  60974.487   1.656451E+013     0.918   0.000   0.000   0.082
  61024.012   1.655146E+013     0.918   0.000   0.000   0.082
  61073.537   1.653841E+013     0.918   0.000   0.000   0.082
  61123.062   1.652537E+013     0.918   0.000   0.000   0.082
  61172.586   1.651232E+013     0.918   0.000   0.000   0.082
  61222.111   1.649928E+013     0.918   0.000   0.000   0.082
  61271.636   1.648624E+013     0.918   0.000   0.000   0.082
  61321.161   1.647319E+013     0.918   0.000   0.000   0.082
  61370.685   1.646016E+013     0.918   0.000   0.000   0.082
  61420.210   1.644712E+013     0.918   0.000   0.000   0.082
  61469.735   1.643408E+013     0.918   0.000   0.000   0.082
  61519.260   1.642105E+013     0.918   0.000   0.000   0.082
  61568.784   1.640802E+013     0.918   0.000   0.000   0.082
  61618.309   1.639499E+013     0.918   0.000   0.000   0.082
  61667.834   1.638196E+013     0.918   0.000   0.000   0.082
  61717.359   1.636893E+013     0.918   0.000   0.000   0.082
  61766.883   1.635590E+013     0.918   0.000   0.000   0.082
  61816.408   1.634288E+013     0.918   0.000   0.000   0.082
  61865.933   1.632986E+013     0.918   0.000   0.000   0.082
  61915.458   1.631684E+013     0.918   0.000   0.000   0.082
  61964.982   1.630382E+013     0.918   0.000   0.000   0.082
  62014.507   1.629081E+013     0.918   0.000   0.000   0.082
  62064.032   1.627779E+013     0.918   0.000   0.000   0.082
  62113.557   1.626478E+013     0.918   0.000   0.000   0.082
  62163.082   1.625177E+013     0.918   0.000   0.000   0.082
  62212.606   1.623876E+013     0.918   0.000   0.000   0.082
  62262.131   1.622576E+013     0.918   0.000   0.000   0.082
  62311.656   1.621275E+013     0.918   0.000   0.000   0.082
  62361.181   1.619975E+013     0.918   0.000   0.000   0.082
  62410.705   1.618675E+013     0.917   0.000   0.000   0.083
  62460.230   1.617375E+013     0.917   0.000   0.000   0.083
  62509.755   1.616076E+013     0.917   0.000   0.000   0.083
  62559.280   1.614776E+013     0.917   0.000   0.000   0.083
  62608.804   1.613477E+013     0.917   0.000   0.000   0.083
  62658.329   1.612178E+013     0.917   0.000   0.000   0.083
  62707.854   1.610880E+013     0.917   0.000   0.000   0.083
  62757.379   1.609581E+013     0.917   0.000   0.000   0.083
  62806.903   1.608283E+013     0.917   0.000   0.000   0.083
  62856.428   1.606985E+013     0.917   0.000   0.000   0.083
  62905.953   1.605688E+013     0.917   0.000   0.000   0.083
  62955.478   1.604390E+013     0.917   0.000   0.000   0.083
  63005.003   1.603093E+013     0.917   0.000   0.000   0.083
  63054.527   1.601796E+013     0.917   0.000   0.000   0.083
  63104.052   1.600499E+013     0.917   0.000   0.000   0.083
  63153.577   1.599203E+013     0.917   0.000   0.000   0.083
  63203.102   1.597906E+013     0.917   0.000   0.000   0.083
  63252.626   1.596610E+013     0.917   0.000   0.000   0.083
  63302.151   1.595315E+013     0.917   0.000   0.000   0.083
  63351.676   1.594019E+013     0.917   0.000   0.000   0.083
  63401.201   1.592724E+013     0.917   0.000   0.000   0.083
  63450.725   1.591429E+013     0.917   0.000   0.000   0.083
  63500.250   1.590134E+013     0.917   0.000   0.000   0.083
  63549.775   1.588840E+013     0.917   0.000   0.000   0.083
  63599.300   1.587546E+013     0.917   0.000   0.000   0.083
  63648.824   1.586252E+013     0.917   0.000   0.000   0.083
  63698.349   1.584958E+013     0.917   0.000   0.000   0.083
  63747.874   1.583665E+013     0.917   0.000   0.000   0.083
  63797.399   1.582372E+013     0.917   0.000   0.000   0.083
  63846.923   1.581079E+013     0.917   0.000   0.000   0.083
  63896.448   1.579787E+013     0.917   0.000   0.000   0.083
  63945.973   1.578494E+013     0.917   0.000   0.000   0.083
  63995.498   1.577202E+013     0.917   0.000   0.000   0.083
  64045.023   1.575911E+013     0.917   0.000   0.000   0.083
  64094.547   1.574619E+013     0.917   0.000   0.000   0.083
  64144.072   1.573328E+013     0.917   0.000   0.000   0.083
  64193.597   1.572038E+013     0.917   0.000   0.000   0.083
  64243.122   1.570747E+013     0.917   0.000   0.000   0.083
  64292.646   1.569457E+013     0.917   0.000   0.000   0.083
  64342.171   1.568167E+013     0.917   0.000   0.000   0.083
  64391.696   1.566878E+013     0.917   0.000   0.000   0.083
  64441.221   1.565588E+013     0.917   0.000   0.000   0.083
  64490.745   1.564299E+013     0.917   0.000   0.000   0.083
  64540.270   1.563011E+013     0.917   0.000   0.000   0.083
  64589.795   1.561722E+013     0.917   0.000   0.000   0.083
  64639.320   1.560434E+013     0.917   0.000   0.000   0.083
  64688.844   1.559147E+013     0.917   0.000   0.000   0.083
  64738.369   1.557859E+013     0.917   0.000   0.000   0.083
  64787.894   1.556572E+013     0.917   0.000   0.000   0.083
  64837.419   1.555286E+013     0.917   0.000   0.000   0.083
  64886.943   1.553999E+013     0.917   0.000   0.000   0.083
