#F f1f2_EPDL97.dat
#C  This file has been created using f1f2_EPDL97.pro 
#D  Fri Sep 11 10:19:50 1998
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://www.esrf.fr/computing/scientific/dabax
#UIDL xf1f2
#UT Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD Elastic Photon-Atom Scattering, anomalous scattering factors.
#UD 
#UD The anomalous scattering factors stored in this file come from the 
#UD Evaluated Photon Data Library (EPDL) from the Lawrence Livermore 
#UD National Laboratory: 
#UD    "EPDL97 The Evaluated Data Library, 97 Version"
#UD     Dermott E Cullen, John H Hubbel, Lynn Kissel
#UD        UCRL-50400, Vol 6, Rev 5 (Sep 19 1997)
#UD 
#UD Availability:
#UD In USA: contact the Radiation Safety Information Computational 
#UD         Center (RSICC):
#UD         http://epicws.cped.ornl.gov/rsic.html
#UD In Europe Korea and Japan: contact the Nuclear Energy Agence:
#UD         http://www.nea.fr
#UD The data in this file are valid in the energy range 1.0 eV to 1.0 MeV 
#UD for the elements Z = 1 - 100.
#UD Column description: 1:PhotonEnergy[eV]  2:f1  3:f2
#UD 
#S  1 H 
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     17541.66      57.79714      2.643448 
     19724.23      57.63598      2.154483 
     22138.99      57.45768      1.759099 
     24844.89      57.25787      1.433506 
     27982.38      57.02620      1.159315 
     29043.08      56.94788      1.091909 
     31335.48      56.74516     0.9462305 
     32312.83      56.65873     0.9003981 
     34947.43      56.34863     0.7768497 
     36736.87      56.04205     0.7158027 
     37945.33      55.72992     0.6745758 
     38716.51      55.42775     0.6482669 
     39309.97      55.05921     0.6280208 
     39608.13      54.74279     0.6355600 
     39665.81      54.68157     0.6490006 
     39761.70      54.51962     0.6713437 
     39878.41      54.32251     0.7370606 
     39975.61      54.15835     0.8324523 
     40085.83      53.97219     0.9994347 
     40182.89      53.80827      1.204559 
     40284.30      53.63700      1.481901 
     40324.54      53.62031      1.591954 
     40481.27      53.55532      2.073897 
     40656.00      53.73809      2.611191 
     40696.33      53.78028      2.699124 
     40833.87      54.04748      2.999010 
     41054.59      54.47628      3.241689 
     41186.59      54.73272      3.268698 
     41401.59      55.02396      3.312692 
     41505.48      55.16469      3.301752 
     41939.05      55.54330      3.256096 
     42564.93      55.90721      3.190189 
     43425.40      56.24970      3.099578 
     44474.52      56.54870      2.989103 
     45818.02      56.82605      2.847628 
     47406.98      57.06166      2.680305 
     48134.62      57.14077      2.603682 
     49059.73      57.24134      2.534548 
     50707.14      57.37698      2.411435 
     51960.38      57.46164      2.317779 
     54007.72      57.57432      2.164778 
     54790.40      57.60793      2.106288 
     55996.86      57.65974      2.039260 
     57341.88      57.70594      1.964533 
     58868.52      57.74998      1.879717 
     60239.75      57.78307      1.803534 
     61701.55      57.81331      1.722320 
     63314.61      57.84164      1.656785 
     64728.23      57.86161      1.599353 
     66606.90      57.88379      1.523026 
     68208.45      57.89851      1.457959 
     70045.30      57.91253      1.383332 
     72020.20      57.92443      1.325577 
     75074.45      57.93690      1.236257 
     76932.13      57.94265      1.181930 
     78987.75      57.94687      1.121815 
     83211.64      57.94970      1.032763 
     87693.77      57.94727     0.9382666 
     89841.16      57.94510     0.8929935 
     90149.26      57.94478     0.8883150 
     96539.77      57.93470     0.7912754 
     100772.0      57.92525     0.7270093 
     106887.2      57.91160     0.6598892 
     114021.3      57.89479     0.5815855 
     126205.6      57.86609     0.4839018 
     140745.1      57.83183     0.3966388 
     156690.7      57.80172     0.3260879 
     167699.3      57.78093     0.2903122 
     174739.1      57.77111     0.2674343 
     196031.0      57.74140     0.2169704 
     203074.7      57.73158     0.2047841 
     217871.0      57.71751     0.1791850 
     240651.9      57.69585     0.1500003 
     249996.8      57.68696     0.1412320 
     270098.0      57.67549     0.1223712 
     300714.5      57.65801     0.1015466 
     324001.4      57.64471    0.08990862 
     334150.0      57.64178    0.08483672 
     376064.4      57.62966    0.06972489 
     426733.0      57.61501    0.05698098 
     444162.1      57.60997    0.05388565 
     478661.8      57.60605    0.04775868 
     537998.7      57.59930    0.04020366 
     619503.4      57.59004    0.03304155 
     668343.9      57.58448    0.03006813 
     697856.6      57.58374    0.02827139 
     803526.1      57.58108    0.02377270 
     901571.1      57.57861    0.02084910 
     1070165.      57.57436    0.01740408 
     1286622.      57.56890    0.01421867 
     1477239.      57.56850    0.01221841 
     1776032.      57.56787   0.009982114 
     2135261.      57.56711   0.008155120 
     2567148.      57.56620   0.006662515 
     3086391.      57.56511   0.005443096 
     3710658.      57.56379   0.004446864 
     3885536.      57.56342   0.004257223 
     4461192.      57.56338   0.003632969 
     5363532.      57.56331   0.002968038 
     6448384.      57.56323   0.002424808 
     7752663.      57.56313   0.001981003 
     9320751.      57.56302   0.001618426 
     9760024.      57.56298   0.001538668 
 1.000000E+07      57.56297   0.003147628 
#S  59 Pr
#UF1ADD 0.0
#N 3
#L PhotonEnergy[eV]  f1  f2
     1.000000     0.6707382      0.000000 
     1.609232      3.134029      0.000000 
     1.828601      6.771011      0.000000 
     1.918591      11.04930      0.000000 
     1.960698      15.63781      0.000000 
     1.981859      20.23964      0.000000 
     1.992295      24.37588      0.000000 
     1.995542      26.58138      0.000000 
     2.002910      31.58570      3.141993 
     2.005366      33.25391      4.176039 
     2.010278      37.01534      7.627877 
     2.010892      37.48563      8.282372 
     2.015189      40.23887      12.86165 
     2.016878      41.32105      15.38253 
     2.020715      42.71656      21.10982 
     2.023401      42.77257      26.06550 
     2.026241      42.04031      31.30520 
     2.029234      40.03039      36.82764 
     2.032764      36.02304      42.87046 
     2.034836      32.74019      46.41714 
     2.035450      31.55714      47.46846 
     2.039547      23.66474      52.24214 
     2.040199      22.10873      53.00168 
     2.045181      10.21696      54.86406 
     2.049742     0.2245903      52.44613 
     2.050337      1.330265      52.13081 
     2.055213      10.39417      45.90701 
     2.056193      12.21582      44.13073 
     2.060782      17.29186      35.81270 
     2.063316      18.56906      31.21951 
     2.064307      19.06848      29.42103 
     2.068830      19.07746      21.21149 
     2.069219      18.86764      20.50580 
     2.074438      16.05110      12.90426 
     2.079042      12.27604      7.888801 
     2.084108      8.121948      4.273099 
     2.091258      2.259125      1.131615 
     2.093625     0.3182716    0.06857900 
     2.093713     0.3985481    0.02905979 
     2.093745     0.4277954    0.01453012 
     2.093762     0.4433556   0.007265116 
     2.093778     0.4578743      0.000000 
     2.098792      5.032188      0.000000 
     2.116943      18.64347      0.000000 
     2.122683      24.66133      0.000000 
     2.124469      27.46779      0.000000 
     2.126581      30.78702      1.744088 
     2.133620      39.44064      7.556711 
     2.134273      40.24344      8.090597 
     2.134927      41.19806      8.625227 
     2.140156      48.83167      15.75468 
     2.141096      50.33659      17.73949 
     2.145385      55.60685      26.79599 
     2.145712      56.11925      27.48640 
     2.146325      56.81963      29.26424 
     2.147397      57.75813      32.37349 
     2.150614      59.82281      41.70320 
     2.151268      60.23211      43.60040 
     2.152412      60.44129      47.69934 
     2.153270      60.37091      50.77417 
     2.154557      59.98523      55.38559 
     2.155844      59.37450      59.99700 
     2.156497      58.96376      62.33693 
     2.157641      57.88921      66.43587 
     2.158499      56.85365      69.51070 
     2.159142      55.94991      71.81477 
     2.160108      54.37593      75.27579 
     2.160590      53.47503      77.00303 
     2.162380      49.53293      83.00710 
     2.164096      45.30293      88.76255 
     2.165888      39.88197      94.77272 
     2.166629      37.10738      97.25808 
     2.170497      22.62399      105.6984 
     2.172377      13.99736      109.8005 
     2.174243      5.434368      111.0201 
     2.175517     0.1825790      111.8527 
     2.177513      10.31733      113.1572 
     2.178318      14.40564      112.3924 
     2.181889      30.46021      109.0001 
     2.182469      33.54627      108.4491 
     2.183582      38.31517      105.6759 
     2.187218      51.98263      96.61654 
     2.187545      53.30815      95.80130 
     2.188158      55.42370      94.27393 
     2.189230      58.67555      90.50642 
     2.190034      60.86769      87.68039 
     2.191241      63.86731      83.43735 
     2.193101      68.11491      76.89976 
     2.194245      70.18723      72.87810 
     2.195103      71.49406      69.86265 
     2.196390      72.97788      65.33908 
     2.197033      73.71927      63.07078 
     2.199964      75.37583      52.73107 
     2.202170      75.55473      44.94921 
     2.202906      75.16821      42.35286 
     2.205520      73.79536      34.84818 
     2.207481      72.29826      29.21884 
     2.208135      71.41920      27.34153 
     2.208788      70.54138      25.96186 
     2.212220      66.77359      18.71091 
     2.212792      66.01831      17.50225 
     2.213364      65.07386      16.29360 
     2.218593      57.94092      8.963241 
     2.219247      56.92009      8.405759 
     2.220390      55.46447      7.431860 
     2.226437      48.75605      2.278492 
     2.228397      46.19161     0.5699698 
     2.229051      45.01973      0.000000 
     2.229683      43.88696      0.000000 
     2.232834      40.20982      0.000000 
     2.237848      36.14102      0.000000 
     2.245298      31.81882      0.000000 
     2.257523      26.95448      0.000000 
     2.276629      22.07847      0.000000 
     2.308655      17.25288      0.000000 
     2.367887      12.61279      0.000000 
     2.487945      8.506969      0.000000 
     2.779910      5.048141      0.000000 
     2.876118      4.231087      0.000000 
     2.883197      4.170967  4.410140E-16 
     2.890276      4.110851  8.726450E-16 
     2.897356      4.050724  1.593960E-15 
     2.904435      3.990604  2.687630E-15 
     2.911514      3.930485  4.183280E-15 
     2.918593      3.870365  6.010590E-15 
     2.925672      3.810246  7.972080E-15 
     2.932752      3.750118  9.760680E-15 
     2.939831      3.690002  1.103170E-14 
     2.946910      3.629883  1.150960E-14 
     2.953989      3.569763  1.108480E-14 
     2.961068      3.509644  9.854930E-15 
     2.968148      3.449516  8.087820E-15 
     2.982306      3.329281  4.284990E-15 
     2.989385      3.269161  2.766240E-15 
     2.990756      3.257519  2.550160E-15 
     2.996464      3.209042  3.313920E-15 
     3.003544      3.148914  4.605140E-15 
     3.005479      3.132481  5.037320E-15 
     3.012840      3.069969  8.083640E-15 
     3.020202      3.007446  1.309650E-14 
     3.027563      2.944931  2.038460E-14 
     3.034925      2.882408  2.928890E-14 
     3.042286      2.819897  3.884700E-14 
     3.049647      2.757381  4.756260E-14 
     3.057009      2.694859  5.375620E-14 
     3.064370      2.632347  5.608470E-14 
     3.071731      2.569832  5.401510E-14 
     3.079093      2.507309  4.802190E-14 
     3.087798      2.433384  3.767060E-14 
     3.095398      2.368839     0.1295632 
     3.099198      2.333370     0.1943468 
     3.102998      2.297897     0.2583073 
     3.110598      2.226963     0.4718194 
     3.118674      2.151581     0.8231594 
     3.126560      2.077972      1.293744 
     3.145171      1.904259      2.623309 
     3.149550      2.208454      2.936143 
     3.156675      2.703400      3.274262 
     3.164275      3.231361      3.399050 
     3.172350      3.792301      3.235756 
     3.179950      4.320244      2.851862 
     3.191351      5.112228      2.031646 
     3.194201      5.310219      1.823474 
     3.201801      5.150074      1.268378 
     3.209401      4.989929     0.8188210 
     3.217002      4.829765     0.4879587 
     3.224602      4.669613     0.2684301 
     3.232202      4.509468     0.1363118 
     3.239802      4.349323      0.000000 
     3.285179      3.393150      0.000000 
     3.299330      3.094963     0.1645681 
     3.301352      3.052353     0.1878379 
     3.309438      2.881969     0.3431013 
     3.317524      2.711582     0.5785160 
     3.326620      2.519917     0.9495181 
     3.340645      2.224380      1.656504 
     3.341782      2.200420      1.711306 
     3.349868      2.511986      2.101000 
     3.358965      2.862511      2.387420 
     3.367051      3.174088      2.466046 
     3.375137      3.485661      2.353003 
     3.382212      3.758274      2.121285 
     3.395352      4.264584      1.477388 
     3.404449      4.615108      1.023239 
     3.406470      4.568890     0.9223495 
     3.414556      4.383965     0.5954367 
     3.422642      4.199036     0.3548377 
     3.430728      4.014114     0.1951991 
     3.438814      3.829189    0.09912427 
     3.446901      3.644238      0.000000 
     3.462173      3.294971      0.000000 
     3.471874      3.073112  3.787014E-06 
     3.479216      2.905201  1.070268E-05 
     3.487738      2.710304  2.083418E-05 
     3.489032      2.680714  2.282096E-05 
     3.496859      2.501709    0.04570636 
     3.506208      2.287899     0.1068082 
     3.514795      2.091518     0.1960186 
     3.523383      1.895115     0.3322258 
     3.528520      1.777630     0.4441520 
     3.532841      1.678810     0.6348972 
     3.546433      1.367966      1.304264 
     3.556040      1.148254      1.926167 
     3.568756     0.8574409      2.941458 
     3.572869     0.7633781      3.284481 
     3.587255      2.035343      4.484273 
     3.592622      2.509892      4.869939 
     3.601469      3.292110      5.313140 
     3.607042      3.784851      5.477618 
     3.615564      4.538361      5.386089 
     3.616629      4.618206      5.374651 
     3.624769      5.228470      4.981442 
     3.637172      6.158333      3.918477 
     3.648502      7.007740      2.808682 
     3.658795      6.782845      1.800426 
     3.667480      6.593086      1.150168 
     3.676165      6.403328     0.6846477 
     3.684850      6.213570     0.3766303 
     3.693535      6.023811     0.1912570 
     3.702220      5.834057      0.000000 
     3.775034      4.243149      0.000000 
     3.943096      3.555050      0.000000 
     3.943135      3.554890  2.664650E-14 
     3.952840      3.515156  1.551670E-11 
     3.962546      3.475414  3.069540E-11 
     3.972251      3.435680  5.605430E-11 
     3.981957      3.395943  9.449420E-11 
     3.991662      3.356205  1.470490E-10 
     4.001368      3.316467  2.112420E-10 
     4.011073      3.276730  2.801290E-10 
     4.020779      3.236992  3.429220E-10 
     4.023077      3.227581  3.534740E-10 
     4.027264      3.210442  4.959868E-07 
     4.029909      3.199612  1.266314E-06 
     4.047213      3.128761    0.01774788 
     4.049896      3.117779    0.03288076 
     4.059666      3.077778    0.09409994 
     4.067136      3.047192     0.1468970 
     4.077098      3.006405     0.2544567 
     4.087060      2.965618     0.4088751 
     4.101018      2.908466     0.7026264 
     4.119181      2.834103      1.126276 
     4.129100      2.793491      1.310520 
     4.139019      2.935299      1.414296 
     4.146830      3.046974      1.430682 
     4.158290      3.210808      1.320597 
     4.171606      3.401188      1.063300 
     4.191416      3.684402     0.6024118 
     4.198534      3.786167     0.4533787 
     4.206600      3.901482     0.3115849 
     4.216562      3.860138     0.1837957 
     4.226524      3.818794    0.09607835 
     4.228291      3.811462    0.08595735 
     4.242008      3.754532    0.02133407 
     4.246447      3.736111  4.055239E-12 
     4.262891      3.667866  1.886760E-11 
     4.273332      3.624535  3.445740E-11 
     4.283773      3.581203  5.809100E-11 
     4.288270      3.562538  7.198480E-11 
     4.297385      3.524708   0.003290038 
     4.309380      3.474930    0.02879845 
     4.318540      3.436913    0.05014514 
     4.329118      3.393013    0.08993604 
     4.339695      3.349117     0.1490534 
     4.351600      3.299709     0.2400046 
     4.376706      3.195518     0.4663055 
     4.383265      3.168297     0.5178191 
     4.393820      3.124493     0.5720646 
     4.404470      3.080292     0.5840540 
     4.415311      3.075783     0.5493233 
     4.426152      3.071278     0.4758375 
     4.448214      3.062103     0.2883346 
     4.457150      3.058388     0.2219399 
     4.467566      3.054058     0.1674886 
     4.477202      3.050049     0.1418913 
     4.480979      3.048481     0.1395097 
     4.488979      3.045155     0.1431524 
     4.499686      3.040703     0.1650806 
     4.508935      3.036854     0.1906124 
     4.524666      3.030315     0.2599019 
     4.535588      3.025772     0.2982204 
     4.546510      3.021233     0.3158936 
     4.557432      3.016689     0.3144993 
     4.591556      3.002502     0.2528639 
     4.606441      2.996311     0.2374714 
     4.623022      2.989418     0.2363061 
     4.645924      2.979897     0.2437656 
     4.788001      2.920818     0.2123288 
     4.821021      2.907089     0.1949027 
     4.851218      2.894535     0.1860892 
     4.935924      2.859314     0.1905616 
     5.444243      2.647957     0.1345310 
     5.697191      2.542782     0.1129581 
     5.725237      2.531120     0.1165681 
     5.739260      2.525288     0.1202700 
     5.753837      2.519226     0.1267740 
     5.785483      2.506069     0.1498318 
     5.809374      2.496136     0.1690529 
     5.824648      2.489784     0.1766401 
     5.838811      2.483894     0.1782378 
     5.852973      2.478008     0.1738362 
     5.867135      2.472118     0.1642603 
     5.907535      2.455318     0.1262770 
     5.921557      2.449490     0.1153459 
     5.935580      2.443661     0.1070586 
     5.949603      2.437828     0.1012513 
     5.977649      2.426167    0.09351657 
     6.096551      2.376728    0.08638105 
     6.141569      2.358009    0.09102209 
     6.171581      2.345531     0.1010666 
     6.216598      2.326813     0.1241318 
     6.231604      2.320572     0.1293244 
     6.248394      2.313591     0.1306720 
     6.263773      2.307198     0.1284293 
     6.321639      2.283138     0.1035259 
     6.336645      2.276897    0.09994434 
     6.351651      2.270657    0.09877121 
     6.406848      2.247707     0.1003056 
     6.421870      2.241459    0.09857077 
     6.437260      2.235062    0.09471233 
     6.499750      2.209080    0.07347977 
     6.514210      2.203068    0.07021035 
     6.560379      2.183868    0.06614029 
     6.595270      2.169361    0.06857600 
     6.643030      2.149502    0.07389616 
     6.674870      2.136265    0.07588821 
     6.727229      2.114494    0.07529562 
     6.762003      2.100033    0.07871541 
     6.809719      2.080193    0.08595203 
     6.821320      2.075371    0.08656166 
     6.842358      2.066624    0.08469890 
     6.860539      2.059063    0.08149060 
     6.922160      2.033440    0.06738515 
     6.958215      2.018448    0.06391814 
     6.987187      2.006401    0.06306279 
     7.056225      1.977695    0.06707174 
     7.098587      1.960083    0.06621986 
     7.181655      1.925545    0.05717735 
     7.216474      1.911064    0.05667052 
     7.318408      1.868683    0.05996232 
     7.417491      1.827484    0.05883867 
     7.493087      1.796051    0.05626522 
     7.592257      1.754814    0.05175311 
     7.664072      1.724957    0.05187016 
     7.777121      1.677948    0.05318512 
     8.240997      1.485069    0.04865768 
     8.750580      1.273190    0.04621696 
     9.350000      1.023949    0.04642788 
     10.05626     0.7302895    0.05009959 
     10.87553     0.3896370    0.05815976 
     11.95415   -0.05884933    0.07414817 
     12.02156   -0.08687973    0.07549186 
     13.07712      1.126385    0.09653239 
     14.59478      2.870789     0.1355373 
     15.51738      3.931229     0.1656338 
     16.11012      5.690563     0.1849697 
     17.08810      8.593349     0.2243478 
     17.97429      13.96302     0.2600300 
     18.52770      20.05518     0.2868187 
     18.81557      25.09242     0.3007534 
     19.01846      30.11027     0.3105746 
     19.16572      35.01581     0.3177029 
     19.27066      39.51466     0.3227827 
     19.36529      44.64226     0.3273635 
     19.41261      47.73882     0.3296540 
     19.45992      51.31757     0.3319441 
     19.48358      53.33541     0.3330894 
     19.50724      55.54482     0.3342347 
     19.53047      57.95196     0.3353592 
     19.54209      59.27606     0.3359217 
     19.55371      60.76203     0.3364842 
     19.60187      67.02481      1.412988 
     19.63794      72.24307      2.219268 
     19.64997      74.37022      2.488150 
     19.68606      80.75231      3.820541 
     19.69810      83.45853      4.265029 
     19.73419      91.57064      6.284266 
     19.74623      95.27199      6.957888 
     19.76061      99.69247      8.056421 
     19.76540      101.6608      8.422461 
     19.77535      105.7484      11.14708 
     19.79436      111.1273      16.35226 
     19.81144      115.9607      21.30610 
     19.86270      129.2635      36.17341 
     19.91135      141.9333      56.58473 
     19.92807      146.2878      66.10976 
     19.96000      152.0965      84.29976 
     19.96737      153.4374      89.86590 
     20.00445      154.1465      117.8683 
     20.03913      150.2293      144.0575 
     20.06954      141.7109      168.3555 
     20.10088      128.0653      193.3976 
     20.12271      114.8690      210.8399 
     20.13606      104.0447      221.5064 
     20.15286      90.42259      231.6501 
     20.16546      79.22682      239.2578 
     20.17232      71.93711      243.3994 
     20.19228      52.58999      250.1483 
     20.20102      43.84686      253.1035 
     20.21014      33.86374      256.1873 
     20.21866      23.42486      259.0682 
     20.22282      18.82228      260.4748 
     20.24152     -1.866150      260.9964 
     20.25170      11.07895      261.2805 
     20.25767      19.28829      261.4470 
     20.25927      21.15364      261.4916 
     20.26237      24.77186      260.3936 
     20.30889      72.95642      243.9234 
     20.31040      74.87304      243.3889 
     20.31333      78.07316      242.3514 
     20.32361      87.90664      235.1519 
     20.36152      119.1811      208.6049 
     20.36988      124.3999      202.7506 
     20.38505      133.8701      189.6094 
     20.41612      147.2921      162.6951 
     20.44977      155.9659      133.5464 
     20.48239      158.4693      105.2896 
     20.49515      156.3339      94.23616 
     20.53772      149.2100      64.84978 
     20.54380      147.3014      60.65334 
     20.59245      132.0273      36.30468 
     20.64110      115.5846      20.15014 
     20.65782      109.9336      16.77536 
     20.71408      94.22503      5.419968 
     20.72624      90.82978      2.909568 
     20.73840      86.08632     0.3991677 
     20.74583      82.98406     0.3995973 
     20.76432      77.49143     0.4006664 
     20.78843      71.86969     0.4020602 
     20.80219      69.11054     0.4028558 
     20.81423      66.89248     0.4035520 
     20.83530      63.36570     0.4047701 
     20.85110      60.96533     0.4056836 
     20.87481      57.68510     0.4070545 
     20.89851      54.72388     0.4084248 
     20.92423      51.80828     0.4099118 
     20.94995      49.15157     0.4113989 
     21.00139      44.46255     0.4143730 
     21.07855      38.60134     0.4188341 
     21.18271      32.21242     0.4248564 
     21.36146      23.69912     0.4351913 
     21.77297      8.854530     0.4589836 
     21.89371      4.293175     0.4659644 
     22.00149     0.2213745     0.7280389 
     22.05538     -1.814491     0.9425038 
     22.07611     -2.597679      1.066936 
     22.10927    -0.9915962      1.265972 
     22.16316      1.618484      1.707109 
     22.32482      9.448376      3.349731 
     22.34160      10.26102      3.475593 
     22.44209      17.77606      4.229414 
     22.45038      18.39609      4.256000 
     22.49929      24.33273      4.412834 
     22.50848      26.19720      4.442307 
     22.51021      26.54810      4.615890 
     22.61929      42.32052      15.56147 
     22.67469      51.31910      24.90160 
     22.67815      52.05015      25.80003 
     22.68464      53.12709      27.48540 
     22.73009      59.26097      39.28775 
     22.73355      59.86341      40.18618 
     22.74004      60.66205      42.46304 
     22.75141      61.68996      46.45200 
     22.79001      64.05242      59.99317 
     22.79878      64.21387      63.60346 
     22.80699      64.10951      66.98239 
     22.81469      63.83659      70.15169 
     22.82913      62.92487      76.09571 
     22.84176      61.72955      81.29401 
     22.85282      60.38931      85.84692 
     22.86249      58.99093      89.82707 
     22.87096      57.59119      93.31307 
     22.87836      56.22742      96.35883 
     22.89132      53.51150      101.6934 
     22.90104      51.17672      105.6945 
     22.91380      47.66437      110.9467 
     22.92610      43.63445      116.0095 
     22.94439      36.35726      123.5378 
     22.96387      28.60675      129.0365 
     23.00336      9.270733      140.1839 
     23.00996      6.039452      141.0963 
     23.02618     -3.298222      143.3389 
     23.02959     -1.477741      143.8104 
     23.06773      18.88058      144.7644 
     23.08011      26.79595      145.0740 
     23.12337      48.93336      138.3899 
     23.12899      52.36733      137.5214 
     23.13240      54.22888      136.9947 
     23.13878      57.37747      134.9049 
     23.14995      62.35930      131.2464 
     23.18835      77.96826      118.6705 
     23.19779      81.06076      115.5786 
     23.20665      83.96318      111.9264 
     23.23052      90.00766      102.0877 
     23.25607      94.85822      91.55549 
     23.28475      98.55547      79.73363 
     23.30871      100.2281      69.85746 
     23.33225      100.3472      60.15450 
     23.33951      99.78120      57.16210 
     23.38799      96.00159      41.20337 
     23.39491      95.04207      38.92501 
     23.44425      88.20186      26.98102 
     23.45031      87.22112      25.51428 
     23.50715      78.02077      16.56178 
     23.51344      77.00264      15.95137 
     23.60772      64.38767      6.802054 
     23.61212      63.63299      6.375048 
     23.61652      62.69030      5.948041 
     23.62174      61.57185      5.943215 
     23.63184      59.96915      5.933879 
     23.63924      58.97226      5.927037 
     23.64132      58.69107      5.925116 
     23.65909      56.61545      5.908689 
     23.67464      55.02943      5.894314 
     23.70185      52.60909      5.869160 
     23.72225      51.01678      5.850302 
     23.75286      48.90137      5.822006 
     23.78347      47.05738      5.793709 
     23.86432      43.01116      5.718970 
     23.96988      38.99284      5.621389 
     24.14099      34.27330      5.463212 
     24.37427      29.83848      5.390112 
     24.84839      24.03562      5.241544 
     25.03460      22.41634      5.355641 
     25.16525      21.28021      5.628839 
     25.34672      19.70213      6.233500 
     25.64348      18.65599      7.361981 
     25.80334      18.09244      8.385262 
     25.82831      18.19313      8.545104 
     25.95325      18.69690      8.926770 
     26.04403      19.06293      8.628715 
     26.13007      19.40986      8.139625 
     26.23870      19.15601      7.522123 
     26.30064      19.01128      7.302833 
     26.44114      18.68296      7.230589 
     26.68869      18.10450      7.354344 
     26.91535      17.57484      7.239837 
     27.53430      17.10610      6.927150 
     30.01046      15.23089      5.856256 
     30.95431      14.51610      5.584936 
     32.66670      14.05922      5.092692 
     36.00945      13.16733      4.466625 
     39.81474      12.15204      4.054460 
     40.59298      11.94439      4.072953 
     41.57476      11.68244      3.932767 
     43.21244      11.24549      3.887465 
     46.91363      10.63846      3.785082 
     55.79079      9.182510      3.839847 
     76.73615      5.747250      4.163621 
     85.17011      2.649448      4.293993 
     91.18294      7.000038      4.386940 
     93.21903      8.473251      4.398166 
     97.98273      14.93395      4.424432 
     100.5600      20.64407      4.438642 
     102.3293      26.34664      4.448397 
     103.6800      32.38266      4.455845 
     104.7082      38.56121      4.461514 
     105.3326      43.32848      4.464957 
     105.8471      48.06802      4.467793 
     106.1481      51.28445      4.469453 
     106.4116      54.43221      4.470906 
     106.6420      57.49031      4.472176 
     106.8437      60.44154      4.473288 
     107.0202      63.27031      4.474261 
     107.1746      65.96398      4.475113 
     107.4279      70.91087      4.476510 
     107.7124      77.45622      4.478078 
     107.9500      84.01236      4.479388 
     108.1791      91.69670      4.480651 
     108.2554      94.98799      4.481072 
     108.4343      102.7048      4.839132 
     108.5997      112.0616      5.170164 
     108.6644      117.3271      5.299653 
     108.7341      123.0000      8.243106 
     108.7883      126.3918      10.53181 
     109.1736      150.5044      27.34072 
     109.1993      152.4343      28.46216 
     109.4668      172.5163      47.68683 
     109.5002      175.0241      51.28034 
     109.7342      189.2408      76.45371 
     109.8262      194.8301      90.21366 
     110.0424      201.1582      122.5502 
     110.0806      202.2763      129.2767 
     110.2697      198.9238      162.5760 
     110.4689      187.6518      197.6536 
     110.6181      173.5630      223.9266 
     110.7853      149.9696      253.3694 
     110.8041      146.5798      256.6801 
     111.0010      111.0801      278.2426 
     111.0627      97.92683      284.9996 
     111.0961      89.35585      288.6577 
     111.1265      82.72472      289.5769 
     111.2327      60.85353      292.7881 
     111.2593      55.29214      293.5924 
     111.2942      47.69265      294.6475 
     111.3222      41.08281      295.4943 
     111.3369      37.11538      295.9388 
     111.3534      32.35805      296.4377 
     111.3690      28.81833      296.9094 
     111.4108      19.33340      294.5654 
     111.4907      3.154591      290.0850 
     111.5197      6.973911      288.4587 
     111.6013      24.03655      283.8828 
     111.6288      30.71186      282.3409 
     111.6441      33.66928      281.4829 
     111.6719      39.04269      277.8150 
     111.7193      47.10738      271.5611 
     111.7579      53.17640      266.4688 
     111.8840      71.77205      249.8323 
     111.9231      76.88444      244.6737 
     111.9952      84.71641      235.1618 
     112.0873      92.64980      221.0116 
     112.1885      99.11509      205.4630 
     112.2975      103.6291      188.7160 
     112.3983      105.4393      173.2288 
     112.4954      104.6047      158.3107 
     112.5187      103.6095      154.7312 
     112.6369      98.56010      140.1218 
     112.6984      94.28568      132.5212 
     112.7755      88.92646      126.1102 
     112.8526      83.31940      119.6997 
     112.9324      76.30472      113.0642 
     112.9438      74.99894      112.1162 
     112.9576      73.41901      111.7233 
     113.0425      65.44791      109.3053 
     113.0742      62.13795      108.4025 
     113.1085      59.06349      107.4257 
     113.1599      54.62293      107.1799 
     113.1856      52.29601      107.0570 
     113.2048      50.35184      106.9651 
     113.2172      48.80018      106.9058 
     113.2288      47.70865      106.8503 
     113.2506      45.65836      107.6619 
     113.3029      41.61381      109.6092 
     113.4913      28.26070      116.6240 
     113.5079      27.08443      117.9361 
     113.5832      23.67364      123.8889 
     113.7039      20.76463      133.4311 
     113.8510      20.06248      145.0601 
     114.0681      22.39301      162.2233 
     114.0832      23.02802      163.4174 
     114.1600      26.25661      170.2139 
     114.2228      30.50540      175.7715 
     114.3543      41.88597      187.4089 
     114.3925      45.72510      190.7894 
     114.4293      50.04782      192.2210 
     114.4416      51.88091      192.6997 
     114.4503      53.24564      193.0379 
     114.4673      55.47052      193.6994 
     114.4991      59.27533      194.9363 
     114.6105      72.11802      199.2700 
     114.6383      75.32303      199.9242 
     114.7010      83.54444      201.3995 
     114.7306      88.57237      202.0962 
     115.0205      126.5115      192.7177 
